"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"Interleukin-7 signaling"	"Interleukin-7 signaling"	"1/346"	"11/7644"	0.39942576173298	0.871970447061889	0.839747574998012	"HGF"	1
"M1"	"Nicotinate metabolism"	"Nicotinate metabolism"	"1/346"	"11/7644"	0.39942576173298	0.871970447061889	0.839747574998012	"QPRT"	1
"M1"	"Signaling by activated point mutants of FGFR1"	"Signaling by activated point mutants of FGFR1"	"1/346"	"11/7644"	0.39942576173298	0.871970447061889	0.839747574998012	"FGF5"	1
"M1"	"Signaling by NOTCH3"	"Signaling by NOTCH3"	"1/346"	"11/7644"	0.39942576173298	0.871970447061889	0.839747574998012	"JAG1"	1
"M1"	"Signaling by NOTCH4"	"Signaling by NOTCH4"	"1/346"	"11/7644"	0.39942576173298	0.871970447061889	0.839747574998012	"JAG1"	1
"M1"	"Synthesis of IP2, IP, and Ins in the cytosol"	"Synthesis of IP2, IP, and Ins in the cytosol"	"1/346"	"11/7644"	0.39942576173298	0.871970447061889	0.839747574998012	"ISYNA1"	1
"M1"	"Transport of organic anions"	"Transport of organic anions"	"1/346"	"11/7644"	0.39942576173298	0.871970447061889	0.839747574998012	"SLCO3A1"	1
"M1"	"Diseases associated with visual transduction"	"Diseases associated with visual transduction"	"5/346"	"92/7644"	0.404086936628938	0.875779045472411	0.843415430130206	"RDH10/DHRS3/AKR1C1/AKR1C3/LRP8"	5
"M1"	"Visual phototransduction"	"Visual phototransduction"	"5/346"	"92/7644"	0.404086936628938	0.875779045472411	0.843415430130206	"RDH10/DHRS3/AKR1C1/AKR1C3/LRP8"	5
"M1"	"Nuclear Receptor transcription pathway"	"Nuclear Receptor transcription pathway"	"3/346"	"51/7644"	0.408318606600434	0.875779045472411	0.843415430130206	"THRB/NR4A1/AR"	3
"M1"	"FBXW7 Mutants and NOTCH1 in Cancer"	"FBXW7 Mutants and NOTCH1 in Cancer"	"4/346"	"72/7644"	0.412131315516429	0.875779045472411	0.843415430130206	"JAG1/ARRB1/HES1/DTX4"	4
"M1"	"Signaling by NOTCH1"	"Signaling by NOTCH1"	"4/346"	"72/7644"	0.412131315516429	0.875779045472411	0.843415430130206	"JAG1/ARRB1/HES1/DTX4"	4
"M1"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	"4/346"	"72/7644"	0.412131315516429	0.875779045472411	0.843415430130206	"JAG1/ARRB1/HES1/DTX4"	4
"M1"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	"4/346"	"72/7644"	0.412131315516429	0.875779045472411	0.843415430130206	"JAG1/ARRB1/HES1/DTX4"	4
"M1"	"Signaling by NOTCH1 in Cancer"	"Signaling by NOTCH1 in Cancer"	"4/346"	"72/7644"	0.412131315516429	0.875779045472411	0.843415430130206	"JAG1/ARRB1/HES1/DTX4"	4
"M1"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	"4/346"	"72/7644"	0.412131315516429	0.875779045472411	0.843415430130206	"JAG1/ARRB1/HES1/DTX4"	4
"M1"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	"4/346"	"72/7644"	0.412131315516429	0.875779045472411	0.843415430130206	"JAG1/ARRB1/HES1/DTX4"	4
"M1"	"Synthesis of substrates in N-glycan biosythesis"	"Synthesis of substrates in N-glycan biosythesis"	"3/346"	"52/7644"	0.420583009929232	0.880331758862807	0.847799902152311	"UAP1/GFPT2/NANS"	3
"M1"	"Bile salt and organic anion SLC transporters"	"Bile salt and organic anion SLC transporters"	"1/346"	"12/7644"	0.426649485883431	0.880331758862807	0.847799902152311	"SLC16A3"	1
"M1"	"Glutathione synthesis and recycling"	"Glutathione synthesis and recycling"	"1/346"	"12/7644"	0.426649485883431	0.880331758862807	0.847799902152311	"GGT5"	1
"M1"	"NOTCH2 intracellular domain regulates transcription"	"NOTCH2 intracellular domain regulates transcription"	"1/346"	"12/7644"	0.426649485883431	0.880331758862807	0.847799902152311	"HES1"	1
"M1"	"Passive transport by Aquaporins"	"Passive transport by Aquaporins"	"1/346"	"12/7644"	0.426649485883431	0.880331758862807	0.847799902152311	"AQP1"	1
"M1"	"PECAM1 interactions"	"PECAM1 interactions"	"1/346"	"12/7644"	0.426649485883431	0.880331758862807	0.847799902152311	"ITGB3"	1
"M1"	"Pyrimidine catabolism"	"Pyrimidine catabolism"	"1/346"	"12/7644"	0.426649485883431	0.880331758862807	0.847799902152311	"TYMP"	1
"M1"	"Reversible hydration of carbon dioxide"	"Reversible hydration of carbon dioxide"	"1/346"	"12/7644"	0.426649485883431	0.880331758862807	0.847799902152311	"CA12"	1
"M1"	"Tandem pore domain potassium channels"	"Tandem pore domain potassium channels"	"1/346"	"12/7644"	0.426649485883431	0.880331758862807	0.847799902152311	"KCNK2"	1
"M1"	"Oncogene Induced Senescence"	"Oncogene Induced Senescence"	"2/346"	"32/7644"	0.428597064077136	0.880331758862807	0.847799902152311	"ID1/AGO4"	2
"M1"	"SHC1 events in ERBB2 signaling"	"SHC1 events in ERBB2 signaling"	"2/346"	"32/7644"	0.428597064077136	0.880331758862807	0.847799902152311	"EGFR/HRAS"	2
"M1"	"Sphingolipid de novo biosynthesis"	"Sphingolipid de novo biosynthesis"	"2/346"	"32/7644"	0.428597064077136	0.880331758862807	0.847799902152311	"PRKD1/PPM1L"	2
"M1"	"TRAF6 mediated IRF7 activation"	"TRAF6 mediated IRF7 activation"	"2/346"	"32/7644"	0.428597064077136	0.880331758862807	0.847799902152311	"IRF1/IFIH1"	2
"M1"	"Heparan sulfate/heparin (HS-GAG) metabolism"	"Heparan sulfate/heparin (HS-GAG) metabolism"	"3/346"	"54/7644"	0.444846171023879	0.887188256751596	0.85440302441923	"DCN/BGN/HPSE"	3
"M1"	"2-LTR circle formation"	"2-LTR circle formation"	"1/346"	"13/7644"	0.452642577849407	0.887188256751596	0.85440302441923	"HMGA1"	1
"M1"	"FGFR2c ligand binding and activation"	"FGFR2c ligand binding and activation"	"1/346"	"13/7644"	0.452642577849407	0.887188256751596	0.85440302441923	"FGF5"	1
"M1"	"Platelet Adhesion to exposed collagen"	"Platelet Adhesion to exposed collagen"	"1/346"	"13/7644"	0.452642577849407	0.887188256751596	0.85440302441923	"ITGA2"	1
"M1"	"Purine salvage"	"Purine salvage"	"1/346"	"13/7644"	0.452642577849407	0.887188256751596	0.85440302441923	"AMPD3"	1
"M1"	"Retrograde neurotrophin signalling"	"Retrograde neurotrophin signalling"	"1/346"	"13/7644"	0.452642577849407	0.887188256751596	0.85440302441923	"DNM1"	1
"M1"	"The activation of arylsulfatases"	"The activation of arylsulfatases"	"1/346"	"13/7644"	0.452642577849407	0.887188256751596	0.85440302441923	"STS"	1
"M1"	"Trafficking and processing of endosomal TLR"	"Trafficking and processing of endosomal TLR"	"1/346"	"13/7644"	0.452642577849407	0.887188256751596	0.85440302441923	"CTSK"	1
"M1"	"Chemokine receptors bind chemokines"	"Chemokine receptors bind chemokines"	"3/346"	"55/7644"	0.45682828516474	0.887188256751596	0.85440302441923	"ACKR3/ACKR4/CCL2"	3
"M1"	"Ribosomal scanning and start codon recognition"	"Ribosomal scanning and start codon recognition"	"3/346"	"55/7644"	0.45682828516474	0.887188256751596	0.85440302441923	"RPS26/RPS9/RPS4Y1"	3
"M1"	"Translation initiation complex formation"	"Translation initiation complex formation"	"3/346"	"55/7644"	0.45682828516474	0.887188256751596	0.85440302441923	"RPS26/RPS9/RPS4Y1"	3
"M1"	"EPHA-mediated growth cone collapse"	"EPHA-mediated growth cone collapse"	"2/346"	"34/7644"	0.4596280027274	0.887188256751596	0.85440302441923	"EPHA2/NGEF"	2
"M1"	"Signalling to RAS"	"Signalling to RAS"	"2/346"	"34/7644"	0.4596280027274	0.887188256751596	0.85440302441923	"MAPK12/HRAS"	2
"M1"	"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	"3/346"	"56/7644"	0.468700562936583	0.887188256751596	0.85440302441923	"RPS26/RPS9/RPS4Y1"	3
"M1"	"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP1B1 causes Glaucoma"	"Defective CYP1B1 causes Glaucoma"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective FMO3 causes Trimethylaminuria (TMAU)"	"Defective FMO3 causes Trimethylaminuria (TMAU)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective MAOA causes Brunner syndrome (BRUNS)"	"Defective MAOA causes Brunner syndrome (BRUNS)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"Phase 1 - Functionalization of compounds"	"Phase 1 - Functionalization of compounds"	"4/346"	"78/7644"	0.473140352773605	0.887188256751596	0.85440302441923	"ADH1B/ALDH1A1/CYP27A1/MAOA"	4
"M1"	"HSF1-dependent transactivation"	"HSF1-dependent transactivation"	"2/346"	"35/7644"	0.474772899700756	0.887188256751596	0.85440302441923	"HSPA2/TNFRSF21"	2
"M1"	"Regulation of HSF1-mediated heat shock response"	"Regulation of HSF1-mediated heat shock response"	"2/346"	"35/7644"	0.474772899700756	0.887188256751596	0.85440302441923	"HSPA2/TNFRSF21"	2
"M1"	"Activation of Rac"	"Activation of Rac"	"1/346"	"14/7644"	0.47746051364604	0.887188256751596	0.85440302441923	"SLIT2"	1
"M1"	"FGFR1 ligand binding and activation"	"FGFR1 ligand binding and activation"	"1/346"	"14/7644"	0.47746051364604	0.887188256751596	0.85440302441923	"FGF5"	1
"M1"	"Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor"	"Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor"	"1/346"	"14/7644"	0.47746051364604	0.887188256751596	0.85440302441923	"JAG1"	1
"M1"	"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	"1/346"	"14/7644"	0.47746051364604	0.887188256751596	0.85440302441923	"AKR1C3"	1
"M1"	"TRAF3-dependent IRF activation pathway"	"TRAF3-dependent IRF activation pathway"	"1/346"	"14/7644"	0.47746051364604	0.887188256751596	0.85440302441923	"IFIH1"	1
"M1"	"Toll-Like Receptors Cascades"	"Toll-Like Receptors Cascades"	"7/346"	"144/7644"	0.478922376358921	0.887839857797628	0.855030546143293	"MAP2K3/CTSK/DNM1/MAP3K1/TLR4/TICAM2/BIRC3"	7
"M1"	"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"	"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"	"4/346"	"79/7644"	0.483092101315611	0.893496733683271	0.860478377343352	"IRF1/MAP3K1/CASP10/IFIH1"	4
"M1"	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	"2/346"	"36/7644"	0.489658401691046	0.903549798963386	0.87015994077101	"STS/PROS1"	2
"M1"	"Toll Like Receptor 4 (TLR4) Cascade"	"Toll Like Receptor 4 (TLR4) Cascade"	"6/346"	"124/7644"	0.49351340674293	0.908429626798032	0.874859439021621	"MAP2K3/DNM1/MAP3K1/TLR4/TICAM2/BIRC3"	6
"M1"	"Constitutive Signaling by NOTCH1 HD Domain Mutants"	"Constitutive Signaling by NOTCH1 HD Domain Mutants"	"1/346"	"15/7644"	0.50115627541255	0.908429626798032	0.874859439021621	"JAG1"	1
"M1"	"Eicosanoid ligand-binding receptors"	"Eicosanoid ligand-binding receptors"	"1/346"	"15/7644"	0.50115627541255	0.908429626798032	0.874859439021621	"PTGFR"	1
"M1"	"Integration of provirus"	"Integration of provirus"	"1/346"	"15/7644"	0.50115627541255	0.908429626798032	0.874859439021621	"HMGA1"	1
"M1"	"N-Glycan antennae elongation"	"N-Glycan antennae elongation"	"1/346"	"15/7644"	0.50115627541255	0.908429626798032	0.874859439021621	"B4GALT6"	1
"M1"	"Prolactin receptor signaling"	"Prolactin receptor signaling"	"1/346"	"15/7644"	0.50115627541255	0.908429626798032	0.874859439021621	"PRLR"	1
"M1"	"Regulation of innate immune responses to cytosolic DNA"	"Regulation of innate immune responses to cytosolic DNA"	"1/346"	"15/7644"	0.50115627541255	0.908429626798032	0.874859439021621	"DTX4"	1
"M1"	"Factors involved in megakaryocyte development and platelet production"	"Factors involved in megakaryocyte development and platelet production"	"6/346"	"125/7644"	0.501398579997412	0.908429626798032	0.874859439021621	"GATA2/DOCK11/WEE1/IRF1/ZFPM2/RAD51B"	6
"M1"	"G alpha (s) signalling events"	"G alpha (s) signalling events"	"6/346"	"126/7644"	0.509240887650514	0.920550835368236	0.886532719391583	"ADM/GNB4/PDE4B/PDE7B/PDE4C/PDE1A"	6
"M1"	"Transport of vitamins, nucleosides, and related molecules"	"Transport of vitamins, nucleosides, and related molecules"	"2/346"	"38/7644"	0.518622068218907	0.932072583752436	0.897628692079613	"SLCO3A1/APOD"	2
"M1"	"VEGFA-VEGFR2 Pathway"	"VEGFA-VEGFR2 Pathway"	"5/346"	"105/7644"	0.519227421481024	0.932072583752436	0.897628692079613	"MAPK12/ITPR2/HRAS/ITPR1/ITGB3"	5
"M1"	"Cell-extracellular matrix interactions"	"Cell-extracellular matrix interactions"	"1/346"	"16/7644"	0.523780463210067	0.932072583752436	0.897628692079613	"ARHGEF6"	1
"M1"	"Metabolism of Angiotensinogen to Angiotensins"	"Metabolism of Angiotensinogen to Angiotensins"	"1/346"	"16/7644"	0.523780463210067	0.932072583752436	0.897628692079613	"ACE"	1
"M1"	"Rap1 signalling"	"Rap1 signalling"	"1/346"	"16/7644"	0.523780463210067	0.932072583752436	0.897628692079613	"PRKG1"	1
"M1"	"Synthesis of very long-chain fatty acyl-CoAs"	"Synthesis of very long-chain fatty acyl-CoAs"	"1/346"	"16/7644"	0.523780463210067	0.932072583752436	0.897628692079613	"ACSL5"	1
"M1"	"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	"1/346"	"16/7644"	0.523780463210067	0.932072583752436	0.897628692079613	"TGFB1"	1
"M1"	"Cell death signalling via NRAGE, NRIF and NADE"	"Cell death signalling via NRAGE, NRIF and NADE"	"3/346"	"61/7644"	0.526187229148106	0.934274657976305	0.899749390660271	"ARHGEF6/ARHGEF3/NGEF"	3
"M1"	"Role of phospholipids in phagocytosis"	"Role of phospholipids in phagocytosis"	"3/346"	"62/7644"	0.537270920562321	0.938992146245749	0.904292548456152	"ITPR2/PLD1/ITPR1"	3
"M1"	"Acetylcholine Neurotransmitter Release Cycle"	"Acetylcholine Neurotransmitter Release Cycle"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"SYT1"	1
"M1"	"Activated point mutants of FGFR2"	"Activated point mutants of FGFR2"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"FGF5"	1
"M1"	"activated TAK1 mediates p38 MAPK activation"	"activated TAK1 mediates p38 MAPK activation"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"MAP2K3"	1
"M1"	"Branched-chain amino acid catabolism"	"Branched-chain amino acid catabolism"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"BCAT1"	1
"M1"	"Chylomicron-mediated lipid transport"	"Chylomicron-mediated lipid transport"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"LIPC"	1
"M1"	"eNOS activation and regulation"	"eNOS activation and regulation"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"PRKG2"	1
"M1"	"FGFR2 ligand binding and activation"	"FGFR2 ligand binding and activation"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"FGF5"	1
"M1"	"KSRP destabilizes mRNA"	"KSRP destabilizes mRNA"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"PARN"	1
"M1"	"Metabolism of nitric oxide"	"Metabolism of nitric oxide"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"PRKG2"	1
"M1"	"Platelet sensitization by LDL"	"Platelet sensitization by LDL"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"LRP8"	1
"M1"	"RAF/MAP kinase cascade"	"RAF/MAP kinase cascade"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"HRAS"	1
"M1"	"Ras activation uopn Ca2+ infux through NMDA receptor"	"Ras activation uopn Ca2+ infux through NMDA receptor"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"HRAS"	1
"M1"	"Signaling by FGFR2 mutants"	"Signaling by FGFR2 mutants"	"1/346"	"17/7644"	0.545381401821671	0.938992146245749	0.904292548456152	"FGF5"	1
"M1"	"Negative regulation of FGFR signaling"	"Negative regulation of FGFR signaling"	"2/346"	"40/7644"	0.546472275349528	0.938992146245749	0.904292548456152	"FGF5/FGFR3"	2
"M1"	"ER-Phagosome pathway"	"ER-Phagosome pathway"	"3/346"	"64/7644"	0.558988516840489	0.958437392608478	0.923019213486328	"B2M/HLA-A/HLA-E"	3
"M1"	"Transmission across Chemical Synapses"	"Transmission across Chemical Synapses"	"9/346"	"201/7644"	0.562400614611465	0.960166006325223	0.924683947860797	"GNB4/GRIA3/GABBR2/SYT1/HRAS/SLC1A3/MAOA/GRIA1/BCHE"	9
"M1"	"Dopamine Neurotransmitter Release Cycle"	"Dopamine Neurotransmitter Release Cycle"	"1/346"	"18/7644"	0.566005242777447	0.960166006325223	0.924683947860797	"SYT1"	1
"M1"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"	"1/346"	"18/7644"	0.566005242777447	0.960166006325223	0.924683947860797	"EPAS1"	1
"M1"	"Pre-NOTCH Processing in Golgi"	"Pre-NOTCH Processing in Golgi"	"1/346"	"18/7644"	0.566005242777447	0.960166006325223	0.924683947860797	"ATP2A3"	1
"M1"	"Serotonin Neurotransmitter Release Cycle"	"Serotonin Neurotransmitter Release Cycle"	"1/346"	"18/7644"	0.566005242777447	0.960166006325223	0.924683947860797	"SYT1"	1
"M1"	"Glycerophospholipid biosynthesis"	"Glycerophospholipid biosynthesis"	"4/346"	"88/7644"	0.568818840100266	0.962121644638962	0.926567317345473	"PNPLA2/LPCAT2/PLD1/BCHE"	4
"M1"	"Amine ligand-binding receptors"	"Amine ligand-binding receptors"	"2/346"	"42/7644"	0.573178852125339	0.962121644638962	0.926567317345473	"ADRA2C/ADRA1B"	2
"M1"	"Neurotransmitter Release Cycle"	"Neurotransmitter Release Cycle"	"2/346"	"42/7644"	0.573178852125339	0.962121644638962	0.926567317345473	"SYT1/MAOA"	2
"M1"	"Transcriptional regulation of pluripotent stem cells"	"Transcriptional regulation of pluripotent stem cells"	"2/346"	"42/7644"	0.573178852125339	0.962121644638962	0.926567317345473	"EPAS1/DKK1"	2
"M1"	"Triglyceride Biosynthesis"	"Triglyceride Biosynthesis"	"2/346"	"42/7644"	0.573178852125339	0.962121644638962	0.926567317345473	"SLC25A1/ACSL5"	2
"M1"	"Host Interactions of HIV factors"	"Host Interactions of HIV factors"	"6/346"	"135/7644"	0.577525765065134	0.963563985858193	0.927956358161306	"HMGA1/B2M/HLA-A/RANGAP1/AP1S2/AP1S3"	6
"M1"	"IRS-related events triggered by IGF1R"	"IRS-related events triggered by IGF1R"	"4/346"	"89/7644"	0.577854611815099	0.963563985858193	0.927956358161306	"FGF5/HRAS/IGF2/FGFR3"	4
"M1"	"Cellular Senescence"	"Cellular Senescence"	"7/346"	"159/7644"	0.585025423138496	0.963563985858193	0.927956358161306	"HMGA1/IGFBP7/MAP2K3/ID1/AGO4/HMGA2/RING1"	7
"M1"	"GABA synthesis, release, reuptake and degradation"	"GABA synthesis, release, reuptake and degradation"	"1/346"	"19/7644"	0.585696061817442	0.963563985858193	0.927956358161306	"SYT1"	1
"M1"	"Gap junction assembly"	"Gap junction assembly"	"1/346"	"19/7644"	0.585696061817442	0.963563985858193	0.927956358161306	"GJA1"	1
"M1"	"Prostacyclin signalling through prostacyclin receptor"	"Prostacyclin signalling through prostacyclin receptor"	"1/346"	"19/7644"	0.585696061817442	0.963563985858193	0.927956358161306	"GNB4"	1
"M1"	"Signaling by NODAL"	"Signaling by NODAL"	"1/346"	"19/7644"	0.585696061817442	0.963563985858193	0.927956358161306	"ACVR2A"	1
"M1"	"Synthesis of PC"	"Synthesis of PC"	"1/346"	"19/7644"	0.585696061817442	0.963563985858193	0.927956358161306	"BCHE"	1
"M1"	"Ion transport by P-type ATPases"	"Ion transport by P-type ATPases"	"2/346"	"43/7644"	0.586097743588338	0.963563985858193	0.927956358161306	"ATP2B1/ATP2A3"	2
"M1"	"Vasopressin regulates renal water homeostasis via Aquaporins"	"Vasopressin regulates renal water homeostasis via Aquaporins"	"2/346"	"43/7644"	0.586097743588338	0.963563985858193	0.927956358161306	"GNB4/AQP1"	2
"M1"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"3/346"	"67/7644"	0.590389569401583	0.96602261898016	0.930324134740132	"UAP1/GFPT2/NANS"	3
"M1"	"Orphan transporters"	"Orphan transporters"	"5/346"	"114/7644"	0.593162361269371	0.96602261898016	0.930324134740132	"TUBB3/TUBB2A/CRABP2/APOD/ANO3"	5
"M1"	"Classical antibody-mediated complement activation"	"Classical antibody-mediated complement activation"	"2/346"	"44/7644"	0.598725634028569	0.96602261898016	0.930324134740132	"C1S/C1R"	2
"M1"	"Signalling to ERKs"	"Signalling to ERKs"	"2/346"	"44/7644"	0.598725634028569	0.96602261898016	0.930324134740132	"MAPK12/HRAS"	2
"M1"	"Activated TLR4 signalling"	"Activated TLR4 signalling"	"5/346"	"115/7644"	0.600985434696874	0.96602261898016	0.930324134740132	"MAP2K3/MAP3K1/TLR4/TICAM2/BIRC3"	5
"M1"	"IGF1R signaling cascade"	"IGF1R signaling cascade"	"4/346"	"92/7644"	0.604304803677756	0.96602261898016	0.930324134740132	"FGF5/HRAS/IGF2/FGFR3"	4
